season,game_type,team_id,team_abbrev,gp,wins,losses,ot_losses,points,conference,division,dist_total_mi,dist_per60_mi,dist_max_game_mi,max_skate_speed_mph,bursts_over22,bursts_20_22,bursts_18_20,oz_pct,nz_pct,dz_pct,oz_league_avg,dz_league_avg,top_shot_speed_mph,avg_shot_speed_mph,shot_attempts_over100,shot_attempts_90_100,shot_attempts_80_90,shot_diff,shots_for,shots_against
2026,2,18,NSH,82,38,34,10,86,Western,Central,3725.1948,9.1743,48.8245,23.471,30,1332,7847,0.4201301,0.1804958,0.3993741,0.4154386,0.4154386,96.74,57.0699,0,46,385,NA,NA,NA
2026,2,28,SJS,82,39,35,8,86,Western,Pacific,3654.7477,9.0016,48.9771,23.4071,49,1542,7744,0.4049875,0.1766924,0.4183202,0.4154386,0.4154386,97.89,57.2147,0,24,350,NA,NA,NA
2026,2,13,FLA,82,40,38,4,84,Eastern,Atlantic,3774.9398,9.3275,50.1689,23.3358,56,1639,8005,0.4215775,0.1781063,0.4003162,0.4154386,0.4154386,100.41,56.1655,1,46,264,NA,NA,NA
2026,2,52,WPG,82,35,35,12,82,Western,Central,3741.1543,9.1979,49.0158,24.2193,57,1377,7377,0.4050782,0.1758144,0.4191074,0.4154386,0.4154386,102.47,57.6992,3,50,409,NA,NA,NA
2026,2,55,SEA,82,34,37,11,79,Western,Pacific,3792.2377,9.296,50.3667,23.2697,47,1521,8049,0.3968593,0.1790506,0.4240902,0.4154386,0.4154386,101.56,59.6224,2,84,435,NA,NA,NA
2026,2,10,TOR,82,32,36,14,78,Eastern,Atlantic,3713.8277,9.1223,48.2052,24.25,64,1572,7585,0.3893713,0.1784391,0.4321896,0.4154386,0.4154386,99.3,57.836,0,34,365,NA,NA,NA
2026,2,20,CGY,82,34,39,9,77,Western,Pacific,3778.2544,9.312,50.3905,22.8722,28,1152,7303,0.403754,0.1838297,0.4124164,0.4154386,0.4154386,100.26,57.6882,2,46,351,NA,NA,NA
2026,2,3,NYR,82,34,39,9,77,Eastern,Metropolitan,3661.5234,9.0124,48.6138,23.7966,78,1509,7501,0.4157731,0.1739155,0.4103114,0.4154386,0.4154386,102.58,58.1437,1,36,313,NA,NA,NA
2026,2,16,CHI,82,29,39,14,72,Western,Central,3722.9459,9.1565,48.7531,23.7618,80,1554,7368,0.3949237,0.1797199,0.4253564,0.4154386,0.4154386,102.83,59.651,6,57,395,NA,NA,NA
2026,2,23,VAN,82,25,49,8,58,Western,Pacific,3715.343,9.1117,49.0187,23.6938,68,1475,7589,0.3988662,0.1734079,0.4277259,0.4154386,0.4154386,98.17,58.7904,0,51,438,NA,NA,NA
